Vnum	LocalizedName
10103	«б—Џѕ 11345 16546
10104	«б—Џѕ 11921 16550
10105	џж« «г« 12263 16811
10106	≥мЄ≤Ѕц 8168 15050
10109	Џ—Ё-«б»—ё 451 9492
10110	ёг…-«б»—ё 830 9454
10111	Џ—Ё-«бд«— 1430 9616
10112	ћ»«б-«бћбнѕ 690 10169
10113	ёг…-«б»—ё 1023 9623
10114	ћ»«б-«бћбнѕ 303 10113
10115	ёг…-«бд«— 2117 9447
10116	Џ—Ё-«бд«— 1720 9499
10117	ћ“н—…-«б—н«Ќ 1973 10159
10118	ёг…-«бд«— 2337 9633
10119	Џ—Ё-«бўб«г 2710 9616
10120	ћ“н—…-«б—н«Ќ 1582 10111
10121	ёг…-«бўб«г 3393 9454
10122	Џ—Ё-«бўб«г 3012 9500
10123	’Ќ—«Ѕ-«б√—÷ 3069 10174
10124	ёг…-«бўб«г 3685 9551
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	.356 717
10818	.412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Ќ«—” ”«Ќ… «бё—н…
11001	гѕн— ‘ƒжд «бЌ—»
11002	Ќ«—” ”«Ќ… «бё—н…
11003	гѕн— ‘ƒжд «бЌ—»
11004	Ќ«—” ”«Ќ… «бё—н…
11005	гѕн— ‘ƒжд «бЌ—»
11100	Ќ«—” ”«Ќ… «бё—н…
11101	гѕн— ‘ƒжд «бЌ—»
11102	Ќ«—” ”«Ќ… «бё—н…
11103	гѕн— ‘ƒжд «бЌ—»
11104	Ќ«—” ”«Ќ… «бё—н…
11105	гѕн— ‘ƒжд «бЌ—»
11106	Ќ«—” ”«Ќ… «бё—н…
11107	гѕн— ‘ƒжд «бЌ—»
11108	Ќ«—” ”«Ќ… «бё—н…
11109	гѕн— ‘ƒжд «бЌ—»
11110	Ќ«—” ”«Ќ… «бё—н…
11111	гѕн— ‘ƒжд «бЌ—»
11112	Ќ«—” ”«Ќ… «бё—н…
11113	гѕн— ‘ƒжд «бЌ—»
11114	Ќ«—” ”«Ќ… «бё—н…
11115	гѕн— ‘ƒжд «бЌ—»
11116	Ќ«—” ”«Ќ… «бё—н…
11117	гѕн— ‘ƒжд «бЌ—»
11505	÷ЁѕЏ –е»н
11506	Їј»≠
11507	Їј»≠
11508	Їј»≠
11509	Їј»≠
11510	Їј»≠
12000	гжёѕ
13000	»ж«»… ќ‘»н…
13001	»ж«»… Ќћ—н…
14000	г‘џб
14001	г‘џб
14002	г‘џб
14003	г‘џб
14004	г‘џб
14005	г‘џб
14006	г‘џб
14007	г‘џб
14008	г‘џб
14009	г‘џб
14010	г–»Ќ
14011	г–»Ќ
14012	г–»Ќ
14013	г–»Ќ
14014	г–»Ќ
14015	г–»Ќ
14016	г–»Ќ
14017	г–»Ќ
14018	г–»Ќ
14019	г–»Ќ
14020	г—я“ ён«ѕ…
14021	г—я“ ён«ѕ…
14022	г—я“ ён«ѕ…
14023	г—я“ ён«ѕ…
14024	г—я“ ён«ѕ…
14025	г—я“ ён«ѕ…
14026	г—я“ ён«ѕ…
14027	г—я“ ён«ѕ…
14028	г—я“ ён«ѕ…
14029	г—я“ ён«ѕ…
14030	гќнг «б ѕ—н»
14031	гќнг «б ѕ—н»
14032	гќнг «б ѕ—н»
14033	гќнг «б ѕ—н»
14034	гќнг «б ѕ—н»
14035	гќнг «б ѕ—н»
14036	гќнг «б ѕ—н»
14037	гќнг «б ѕ—н»
14038	гќнг «б ѕ—н»
14039	гќнг «б ѕ—н»
14040	Ё—д
14041	Ё—д
14042	Ё—д
14043	Ё—д
14044	Ё—д
14045	Ё—д
14046	Ё—д
14047	Ё—д
14048	Ё—д
14049	Ё—д
20001	«бянгн«∆н
20002	√—«днж
20003	«е-нж
20004	г ”жшб
20005	нжд«е
20006	гн—ндн
20007	√гнд «бг” жѕЏ
20008	«я «Ёнж
20009	—ћб Џћж“
20010	»«∆Џ г ћжб
20011	√ж—нб
20012	нж-—«дџ
20013	’нш«ѕ
20014	Ў«ж—«д
20015	ѕжя»н
20016	«бЌѕ«ѕ
20017	нж-еж«д
20018	»«ня-џж
20019	н«дџ-‘нд
20020	»б”ж «бќ«∆д
20021	√—нждџ
20022	еж«д-”ж
20023	”жд
20024	е«—дџ
20025	.
20026	ћн-—нж
20027	џнбн«д
20028	√ќ гн—ндн
20029	ге—
20030	Ќ’«д
20031	гхж“Џ «беѕ«н«
20032	‘ћ—… «бгнб«ѕ
20033	‘ћ—… «бгнб«ѕ
20034	‘ћ—… «бгнб«ѕ
20035	Џбг
20036	Џбг
20037	Џбг
20038	..
20039	.
20040	гѕн— ёЎЏ… √—÷
20041	гж«Ўд ”я—«д
20042	»«∆Џ г ћжб
20043	.
20044	Ќѕ«ѕ «б√”бЌ…
20045	Ќѕ«ѕ «бѕ—жЏ
20046	ћж«е—н
20047	Џ—ё «бг«”
20048	Џ—ё яе—г«д
20049	Џ—ё «бќ‘» «б√ЌЁж—н
20050	Џ—ё «бдЌ«”
20051	Џ—ё «бЁ÷ш…
20052	Џ—ё «б–е»
20053	Џ—ё «бн‘г
20054	Џ—ё ќ‘» «ш»дж”
20055	яжг… ’ѕЁ
20056	Џ—ё –е» √»н÷
20057	Џ—ё я—н” «б
20058	Џ—ё «бяж«— “
20059	Џ—ё ѕгжЏ «б”г«Ѕ
20060	янгн«∆н «бг«”
20061	янгн«∆н «бяе—г«д
20062	янгн«∆н «бќ‘» «б√ЌЁж—н
20063	янгн«∆н «бдЌ«”
20064	янгн«∆н «бЁ÷…
20065	янгн«∆н «б–е»
20066	янгн«∆н «бн‘г
20067	янгн«∆н ќ‘» «б«ш»дж”
20068	янгн«∆н «ббƒбƒ
20069	янгн«∆н «б–е» «б√»н÷
20070	янгн«∆н «бя—н” «б
20071	янгн«∆н ћг‘ 
20072	янгн«∆н ѕгжЏ «б”г«Ѕ
20073	ќ г Џ нё
20074	Ќѕ«ѕ √”бЌ… «б»—ћ
20075	Ќѕ«ѕ ѕ—жЏ «б»—ћ
20076	ћж«е—н «б»—ћ
20077	Ќ«—” «бг–»Ќ
20078	Ќ«—” «бг–»Ќ
20079	Ќ«—” «бг–»Ќ
20080	ё«∆ѕ  ѕ—н»
20081	ќ г «бгг— «бг”—жё
20082	”нѕ
20083	ћџ«б- д”жя
20084	‘«нџ—«» «б»нжбжћн
20085	ћгћдћ…
20086	едѕж-√»
20087	ждѕ«-—нг
20088	‘я-”«б
20089	»дџ-еж
20090	ежя-нждџ
20091	”нжд-»нждџ
20092	еж«-ен
20093	яж-»дџ
20094	еждџ-е«н
20095	”нжд-е«н
20096	г”б…
20097	»ж«»… «бёбЏ…
20098	»ж«»… «бёбЏ…
20099	»ж«»… «бёбЏ…
20101	Ќ’«д √»н÷
20102	Ќ’«д »дн
20103	Ќ’«д √”жѕ
20104	Ќ’«д √»н÷
20105	Ќ’«д »дн
20106	Ќ’«д √”жѕ
20107	Ќ’«д √»н÷
20108	Ќ’«д »дн
20109	Ќ’«д √”жѕ
20110	ќд“н— »—н
20111	–∆»
20112	дг—
20113	√”ѕ
20114	white lion
20115	÷»Џ гЁ —” Ќ—»н
20116	–∆» г‘«я”
20117	дг— «бЏ«’Ё…
20118	√”ѕ «бгЏ«—я
20119	«б√ѕег «б√’нб
20120	√їј«јь∞©»£
20121	Ѕшјыј«јь∞©»£
20122	»≤ј«јь∞©»£
20123	≥мј«јь∞©»£
20124	»жј«јь∞©»£
20125	єйј«јь∞©»£
20126	гхж“Џ «беѕ«н«
20127	бж«Ѕ «бЏнѕ «б”джн 1
20128	бж«Ѕ «бЏнѕ «б”джн 2
20129	бж«Ѕ «бЏнѕ «б”джн 3
20130	бж«Ѕ «бЏнѕ «б”джн 4
20131	бж«Ѕ «бЏнѕ «б”джн 5
20132	бж«Ѕ «бЏнѕ «б”джн 6
20133	бж«Ѕ «бЏнѕ «б”джн 7
20134	√бжн… «б‘г”
20135	бж«Ѕ «бЏнѕ
20139	бж«Ѕ «б—«»Ў… (»дЁ”ћн)
20140	бж«Ѕ «б—«»Ў… (√“—ё/√ќ÷—)
20141	бж«Ѕ «б—«»Ў… (√Ќг—/–е»н)
20138	√бжн… —г÷«д
20142	бж«Ѕ е«бжнд
20143	бж«Ѕ «Ќ Ё«бн… «бгЁ«ћ∆« 
20201	јь∞©њш
20202	јь∞©ґы
20203	јь∞©»£
20204	јь∞©їзјЏ
20205	≥≠∆ш«— јь∞©њш
20206	≥≠∆ш«— јь∞©ґы
20207	≥≠∆ш«— јь∞©»£
20208	≥≠∆ш«— јь∞©їзјЏ
20209	њлЄЌ«— јь∞©њш
20210	њлЄЌ«— јь∞©ґы
20211	њлЄЌ«— јь∞©»£
20212	њлЄЌ«— јь∞©їзјЏ
20213	јь∞©ЉэЉшЈѕ
20214	≥≠∆ш«— јь∞©ЉэЉшЈѕ
20215	њлЄЌ«— јь∞©ЉэЉшЈѕ
20216	јь∞©ЊѕЉшЈѕ
20217	≥≠∆ш«— јь∞©ЊѕЉшЈѕ
20218	њлЄЌ«— јь∞©ЊѕЉшЈѕ
20219	blackpony
20220	≈©ЄЃљЇЄґљЇ ЉшЈѕ
20221	јь∞©єйњх
20222	јь∞©∆“іх
20223	јь∞©ЉЃЈжјЏ
20224	≥≠∆ш«— јь∞©ЉЃЈжјЏ
20225	њлЄЌ«— јь∞©ЉЃЈжјЏ
20226	»жјѓіѕƒ№
20227	єйјѓіѕƒ№
20228	јь∞©ЄЌЅґ
20229	≥≠∆ш«— јь∞©ЄЌЅґ
20230	њлЄЌ«— јь∞©ЄЌЅґ
20231	јь∞©»жєь
20232	јь∞©«•єь
20233	я нб… (»≈я””ж«—«  »дн…)
20234	г«Ёнд (»≈я””ж«—«  »дн…)
20235	я нб… (»≈я””ж«—«  “—ё«Ѕ)
20236	г«Ёнд (»≈я””ж«—«  “—ё«Ѕ)
20237	я нб… (»≈я””ж«—«  ќ÷—«Ѕ)
20238	г«Ёнд (»≈я””ж«—«  ќ÷—«Ѕ)
20239	»—ё
20240	—Џѕ
20241	г«Ёнд (√“—ё)
20242	я нб… (ж—ѕн)
20243	NoNAme
20244	 днд «б—«Ќ…
20245	 днд «бгЏ«д«…
20246	г«дн
20247	г«дж
20248	 жбж «бгЏ—я… »дн
20249	 жбж «бгЏ—я… √”жѕ
20250	”Ќбн… «бд«—
20251	”Ќбн… «бћбнѕ
20252	 днд «бг«џг«
20253	√»«бж“«
20254	√—д» √»н÷
20255	√—д» «бёг—
20257	»н—дн
20258	»«—н
20259	”н—»н—ж” (–е»н)
20260	”н—»н—ж” (Ё÷н)
20261	«бЌ’«д «бЎнЁн
20262	«бЌ’«д «ббнбн
20263	√ћдЌ… «ббнб
20264	√ћдЌ… «бўб«г
20265	ўб «бёг—
20266	«бдћг «бЁ÷н
20267	Ћж— Ќ—»н –е»н
20268	Ћж— Ќ—»н Ё÷н
20269	√»ж «бежб «б√»н÷
20270	√»ж «бежб «бЌћ—н
20300	√” «– «бг’«—Џ…
20301	√” «– «бё «б «б–едн
20302	√” «– «бё «б Џд ё—»
20303	√” «– «бё «б Џд »Џѕ
20304	√” «– «б”б«Ќ «б”шЌ—н
20305	√” «– «б”шЌ— «б√”жѕ
20306	√” «– ёж… «б шднд
20307	√” «– «б‘Ё«Ѕ
20320	√” «– г’«—Џ…
20321	√” «– «бё «б «б–едн
20322	√” «– «бё «б Џд ё—»
20323	√” «– «бё «б Џд »Џѕ
20324	√” «– «б”б«Ќ «б”шЌ—н
20325	√” «– «б”шЌ— «б√”жѕ
20326	√” «– ёж… «б шднд
20327	√” «– «б‘Ё«Ѕ
20340	√” «– г’«—Џ…
20341	√” «– «бё «б «б–едн
20342	√” «– «бё «б Џд ё—»
20343	√” «– «бё «б Џд »Џѕ
20344	√” «– «б”б«Ќ «б”шЌ—н
20345	√” «– «б”шЌ— «б√”жѕ
20346	√” «– ёж… «б шднд
20347	√” «– «б‘Ё«Ѕ
20348	Ќ«—” »—ћ «б‘н«Ўнд
20349	’»н «б≈”Ў»б
20350	Ќ«—” «б»—ћ «бгЌ’д
20351	Ќ«—” «б’«б« 
20352	 гЋ«б е«”жд «бЌћ—н
20353	 гЋ«б ”жб —ждџ  «бЌћ—н
20354	Ќ«—” «бгѕнд…
20355	«б“Џнг
20356	ћ«гЏ ћнд”дџ
20357	 гЋ«б Ёнжб
20358	√“е«— ѕжд √”г«Ѕ
20359	’дѕжё ёѕнг нЌ жн √ж—«ё
20360	 гЋ«б ж«е«
20361	 гЋ«б ”ж
20362	 гЋ«б гжя
20363	 гЋ«б џг
20364	д«я«ћнг«
20365	 гЋ«б  ж
20366	”«-”ж
20367	Ќ«—” «б”—ѕ«»
20368	»«∆Џ г ћжб
20369	бн ‘ждџ
20370	ћдѕн г ”гг
20371	’ќ—… ё»— ёѕнг
20372	бжЌ Ќћ—н ёѕнг
20373	Ќ«—” ‘ќ’н
20374	Ќ«—”
20375	г —«” ќ‘»н
20376	янг —нг
20377	н«я ежж«д
20378	√ѕгн—«б √дџгж—
20379	ћдѕн ћ—нЌ
20380	нжд«н ж«бя—
20381	яждЁж‘нж”
20382	“е—… «бћ—Ё
20383	ћ«н-”нжд янг
20384	‘ћ—… «бгнб«ѕ
20385	џ«—х ¬г-ен
20386	√бж«Ќ «б“Ё 
20387	ёЁб «б√ёѕ«—
20388	»«» «б днд
20389	NoNAme
20390	’ќ—… ё»—  «—«гж—
20391	√Џ‘«» ‘г”н…
20392	ћдѕн гнш 
20393	ћдѕн гх’«»
20394	Ќ«—” √—÷ «бд«—
20395	Ќ«—” «б»б«ѕ «бћбнѕн…
20396	јыЉцїуі№ ∆«Є≈њш
20397	√”ѕ «б’ёнЏ
20398	д—ъѕ ¬—я ж”
20399	Џгжѕ «б днд «б‘шг«бн
20400	гнждеж—«дџ «бЌянг
20401	Ќ«—” «бгдЎё…
20402	Ќ«—” «б»жш«»…
20403	√гж—«я
20404	д«џж«б
20405	женб…
20406	NoNAme
20407	Ёд—н—
20408	Ќ«—” «бгЏ»ѕ
20409	Ќ«—” «бџ«»…
20410	ћ«”ж” «бџ«»…
20411	я‘ш«Ё «бџ«»…
20412	“Џнг Ќх—ш«” «бџ«»…
20413	яб«‘яжЁ
20414	«дѕ«” —«
20415	»жш«»…
20416	√»ж «бё—Џ
20417	Ў«жб… Okey
20419	–ж «бд«— Ќ«—” «б днд
20420	«б’дѕжё «б–е»н бб днд
20421	ћеш«— Ќ«—” «б днд
20422	»н÷… «б днд
20423	янгн«∆н »бж— «б—шжЌ
20424	янгн«∆н «бн«ёж 
20425	янгн«∆н «бЏёнё
20426	янгн«∆н «б“г—ѕ
20427	янгн«∆н «бн«ёж  «б√“—ё
20428	янгн«∆н «б ж—г«бнд
20429	гѕн— гдЎё… «бгЏ—я…
20430	 ж— … ’џн—…
20431	 «ћ— «бЏнѕ «б”джн
20432	»н÷… енѕ—«
20433	 гЋ«б «бгЌ«—»
20434	’«—н
20435	√Ћ— гнбн
20436	Џћб… «бён«ѕ…
20437	ќ‘» «б ’бнЌ
20438	«б—«е» гнб»жд
20439	»жш«»…  ”н
20440	»жш«»…  ‘«ж
20441	»жш«»… ннд
20442	»жш«»… г«ж
20443	»жш«»…  ‘д
20444	»жш«»… ”н
20445	»жш«»… жж
20446	»жш«»… жн
20447	»жш«»… ‘нд
20448	»жш«»… нж
20449	»жш«»… “ж
20450	»жш«»… е«н
20451	 «ћ— “жѕн«я
20452	 гЋ«б  ”н
20453	 гЋ«б  ‘«ж
20454	 гЋ«б ннд
20455	 гЋ«б г«ж
20456	 гЋ«б  ‘д
20457	 гЋ«б ”н
20458	 гЋ«б жж
20459	 гЋ«б жн
20460	 гЋ«б ‘нд
20461	 гЋ«б нж
20462	 гЋ«б “ж
20463	 гЋ«б е«н
20464	гѕЁЏ
20465	»ж«»… “жѕн«я
20500	»н÷… «б днд
20501	’дѕжё «бџ«н«
20502	Ў«жб… нж дж—н
20503	 «ћ— «бџ«н«
20504	г ћ— «бџ«н«
20505	Џ’н нж 
20506	«бё»÷ Џбм «бгбя
20510	Ё.“: ‘»Ќ ”ж—«
20511	Ё.“: џ«—х ¬г-ен
20512	Ё.“: ё»—  «—«гж—
20513	Ё.“ :√бж«Ќ «б“Ё 
20514	Ё.“: ёЁб «б√ёѕ«—
20515	Ё.“: »ж«»… «б днд
20516	Ё.“: √”ѕ «бћбнѕ
20517	Ё.“: д—ъѕ ¬—я ж”
20518	Ё.“:Џгжѕ «б днд «б‘шг«бн
20519	Ё.“: Ќ«—” «бџ«»…
20520	Ё.“:ћ«”ж” «бџ«»…
20521	Ё.“: я‘«Ё «бџ«»…
20522	Ё.“: ё«∆ѕ «бџ«»…
20530	«.Ќ: ‘»Ќ ”ж—«
20531	«.Ќ: џ«—х ¬г-ен
20532	«.Ќ: ё»—  «—«гж—
20533	«.Ќ: √бж«Ќ «б“Ё 
20534	«.Ќ: ёЁб «б√ёѕ«—
20535	«.Ќ: »ж«»… «б днд
20536	«.Ќ: √”ѕ «бћбнѕ
20537	«.Ќ: д—ъѕ ¬—я ж”
20538	«.Ќ:Џгжѕ «б днд «б‘шг«бн
20539	«.Ќ: Ќ«—” «бџ«»…
20540	«.Ќ: ћ«”ж” «бџ«»…
20541	«.Ќ: я‘«Ё «бџ«»…
20542	«.Ќ: ё«∆ѕ «бџ«»…
20650	Ќ«—” «бгнѕ«бн…
20702	÷—нЌ «бЎ«ё…
20703	÷—нЌ «б”Џ«ѕ…
20704	÷—нЌ «бёж…
20705	÷—нЌ «бядж“
20706	÷—нЌ «б джн—
20707	∆ч≈ї(∞ЁјьЅц) 385 385
30000	∞≥јќїуЅ°
30001	∞≥јќїуЅ°
30002	√бЁ бнб… жбнб…
30003	гбя «б‘ж«Ѕ
30004	ёд«’ «бядж“
30005	‘Џб… «б жЁн—
30006	 «ћ— «б√”бЌ…
30007	г ћ— «бѕ—жЏ
30008	«бянгн«∆н
30101	 гЋ«б «бяжѕ
30102	»«“«б -√ж»нбн”я
30103	Ё—ж… «б”бЌЁ«…
30104	Џгжѕ «б√Ўб«б
30111	1. »ж«»… «ббЏд…
30112	2. »ж«»… «ббЏд…
30113	3. »ж«»… «ббЏд…
30114	4. »ж«»… «ббЏд…
30115	5. »ж«»… «ббЏд…
30116	6. »ж«»… «ббЏд…
30117	7. »ж«»… «ббЏд…
30118	8. »ж«»… «ббЏд…
30119	9. »ж«»… «ббЏд…
30120	ян” «б√Џ‘«»
30121	‘»Ќ ”ж—«
30122	‘»Ќ гЌ«—»
30123	гё«г «бўб«г
30124	еняб ”ж—« 1
30125	еняб ”ж—« 2
30126	еняб ”ж—« 3
30127	еняб ”ж—« 4
30128	еняб ”ж—« 5
30129	√—д» «б»н÷
30130	’ќ—… ё»— ёѕнг
30131	Џ»ѕ »не
30132	Џ»ѕ »не
30301	Џ—ё »бж— «б—жЌ
30302	Џ—ё «бн«ёж 
30303	Џ—ё «бЏёнё
30304	Џ—ё «б“г—ѕ
30305	Џ—ё «бн«ёж  «б√“—ё
30306	Џ—ё ќ«г «б ж—г«бнд
30307	’нЁ«Ѕ
30308	’дѕжё «б»—нѕ
33001	Єр«и∞°ј« «Ў∞с
33002	«бгƒ—ќ
33003	Ёён— ћ«∆Џ
33004	Ёён— ћ«∆Џ
33005	Ёён— ћ«∆Џ
33006	Ёён— ћ«∆Џ
33007	Ёён— ћ«∆Џ
33008	гежж” «бё—Џ
33009	г–»Ќ «бѕг
34001	Џдё«Ѕ «бд«—
34002	’џн— «б—д…
34003	Џдё«Ѕ «бЋбћ
34004	’џн— Ё—Џ«∆нб
34005	»ж—ян
34006	—жЁж”
34007	ќ«д
34008	бнжднѕ«”
34009	’џн— Ё—Џ«∆нб
34010	»«г»н
34011	яджѕ
34012	»«ж »«ж
34013	ћб«шѕ ”гнд
34014	ћб«шѕ ”гнд (–е»н)
34015	«бЏўгн
34016	Џдё«Ѕ «бн‘г
34017	»ж—ян «бёхЎ»н
34018	—жЁж” «бћбнѕ
34019	ќ«д «бёхЎ»н
34020	бнжднѕ«” «бћбнѕ
34021	«б‘гш«ќ
34022	я«”—
34023	’џн— «бдг—
34024	’џн— «бЁеѕ
34026	—√” «бё—Џ
34027	гяд”… ’џн—…
34028	—хёнъё
34029	ћх—нъ”
34030	яж»нѕж
34031	«бёб» «бџ«÷»
34032	ебнбс √Ќг—
34033	ебнбс √“—ё
34034	дЏћ… »н÷«Ѕ
34035	Ќгб √“—ё
34036	 днд ’џн—
34037	 днд ’џн— (»Ўб)
34039	’џн— еж«‘нд
34041	ё—ѕ ’џн—
34042	ё—ѕ ’џн— (»Ўб)
34045	Џдя»ж  ’џн—…
34046	Џдя»ж  ’џн—… (»Ўб)
34047	Ё—ќ √“яѕ«—
34048	Ё—ќ √“яѕ«— д«ѕ—
34049	—«“«ѕж— ’џн—
34050	—«“«ѕж— ’џн— (»Ўб)
34053	дгн— ’џн—
34054	дгн— ’џн— (»Ўб)
34055	»—ш«ё
34056	ж—ш«ё
34057	—«»цЌ
34058	Ё«бд нднж
34059	Ё«бд ндн«
34060	Ё«бд нднж
34061	Ё«бд ндн«
34062	Ё«дж” «беб«б (»— ё«бн)
34063	Ё«дж” «беб«б (√“—ё)
34064	гнбн «б’џн—…
34065	гнбн «б’џн—…
34066	»жд”«н
34067	«б”нѕ… ћн«дџ+
34068	«б”нѕ ћн«дџ+
34069	ћн«дџ «б«»д
34070	гб«я √Ќг—
34071	гб«я √ќ÷—
34072	«бгб«я «бг”«Џѕ
34073	Ё—Џ«∆нб ’џн—
34074	Ё—Џ«∆нб ’џн— (»Ўб)
34075	Џѕ«г ’џн— гг бнЅ
34076	Џѕ«г ’џн— гг бнЅ (»Ўб)
34080	’џн— »ж‘нѕж
34081	’џн— »ж‘нѕж (»Ўб)
34082	дн”
34083	дн” (»Ўб)
34084	ѕждн
34085	Ё—дя
34086	ежн
34087	»же
34088	џ—ж”нб«
34089	«нѕ«б ’џн—
34090	Ё«дж” гбжд
34091	Ё«дж” √ќ÷—
34092	«б”н— √ж“ж«бѕ
34093	«б”н— яж»бн»ж 
34094	«б”н—  ‘н” —Ёнбѕ
34095	џ—нЁн
34096	джћ«
34097	«н“«»нб
34098	енбнд«
34099	я—« ня«
34100	бня«д— г«ѕнж”
34101	бня«дндеж
34102	я« нд« ‘ж «б’џн—
34103	Ў«жж” √“—ё гбян б«гЏ
34104	Ў«жж” ж—ѕн б«гЏ
34105	Ў«жж” √“—ё ѕ«яд
34106	е«—н «б»дѕён
34107	ж«бн «бћж“н
34108	«бЏ—нЁ джя
34109	я«“жя«
34110	я«гб
34111	”Ёнд… «б’Ќ—«Ѕ
34112	ќдЁ”«Ѕ —«∆Џ…+
34113	ќдЁ”«Ѕ —«∆Џ…
34114	ёЎ… «бд«— «бг»’—…
34115	ёЎ… «бћбнѕ «бг»’—…
34116	ёЎ… «бд«— Ћб«Ћн… «бЏнжд
34117	√дЁ «бё“г+ (√Ќг—)
34118	√дЁ «бё“г+ (√ќ÷—)
34119	√дЁ «бё“г
34120	еж«‘нд √Ќг— ’џн—
34121	еж«‘нд √»н÷ ’џн—
34122	»жд”«н+
34123	+»жд”«н+
34124	Џд’— «бд«— «б’џн—
34125	Џд’— «бћбнѕ «б’џн—
34126	Џд’— «б»—ё «б’џн—
34127	Џд’— «б—н«Ќ «б’џн—
34128	Џд’— «б√—÷ «б’џн—
34129	Џд’— «бўб«г «б’џн—
34130	г—”«б «бЌ» «ббЎнЁ
34131	г—”«б «бЌ» «б√ќ—ё
34132	г—”«б «бЌ» «б’џн—
34133	гё« б «б”бЎЏжд «б’џн—
34134	”бЎЏжд ’џн—
60000	гѕн— «б—«»Ў…
60001	гѕн— «б—«»Ў…
60002	гѕн— «б—«»Ў…
60003	Џбн жЌѕ«д
